REFERENCIA;STOCK;PRECIO;IVA;PROSPECTO;EAN13;DESCRIPCION;PC;FAMILIA;CATEGORIA;SUBCATEGORIA;LABORATORIO;PVP2;UBICACION
156227;1;19.95;2;;8431082070315;TALONERAS DESCANSO COMFORSIL SILICONA 2 UNIDADES TALLA M CC2;11.85;Productos Varios;;;PRIM S.A.;0.00;
156228;1;19.95;2;;8431082070322;TALONERAS DESCANSO COMFORSIL SILICONA 2 UNIDADES TALLA L CC2;11.30;Productos Varios;;;PRIM S.A.;0.00;-    
156332;1;6.10;2;;8431082070841;SEPARADORES DE DEDOS COMFORSIL SILICONA GRUESOS 2 UNIDADES T;3.20;Productos Varios;;;PRIM S.A.;0.00;-    
156333;0;6.95;2;;8431082070391;SEPARADORES DE DEDOS COMFORSIL SILICONA GRUESOS 2 UNIDADES T;2.96;Productos Varios;;;PRIM S.A.;0.00;-    
156334;1;6.10;2;;8431082070858;SEPARADORES DE DEDOS COMFORSIL SILICONA GRUESOS 2 UNIDADES T;3.20;Productos Varios;;;PRIM S.A.;0.00;-    
156345;1;8.30;2;;8470000083914;DEDIL PROTECTOR DE SILICONA COMFORSIL 2 UNIDADES TALLA S CC2;4.67;Parafarmacia;;;PRIM S.A.;0.00;-    
156354;2;13.60;3;;5052197040548;DUREX PLAY FRESA PLEASURE GEL LUBRICANTE HIDROSOLUBLE INTIMO;6.22;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;COL-5
156355;15;12.85;3;;8437010164057;DRYOTIX SPRAY  1 ENVASE 30 ML;5.11;Productos Varios;;;REVA HEALTH S.L.;0.00;-    
156367;5;13.50;3;;8437010164040;CLEANOTIX SPRAY  1 ENVASE 30 ML;5.11;Productos Varios;;;REVA HEALTH S.L.;0.00;-    
156507;0;37.95;3;;8410104700119;STERADENT TRIPLE ACCION PLUS LIMPIEZA PROTESIS DENTAL 90 COM;20.16;Parafarmacia;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;-    
156535;0;29.95;2;;8470001565358;OVUSITOL 30 SOBRES;18.28;Productos Varios;;;ITALFARMACO S.A.;0.00;SOB- 
156827;17;9.95;3;;8700216571104;TEST DE EMBARAZO DETECCION RAPIDA CLEARBLUE 1 UNIDAD;3.05;Productos Varios;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;-    
156829;0;13.95;3;;8410104891473;K-Y GEL LUBRICANTE HIDROSOLUBLE INTIMO 75 ML;8.72;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;     
157161;0;18.50;3;;8032638560023;VEA OLIO  1 ENVASE 20 ML;9.38;Parafarmacia;;;HULKA S.R.L.;0.00;
157162;0;18.95;3;;8032638560313;VEA ORIS SPRAY ORAL 1 ENVASE 20 ML;9.34;Parafarmacia;;;HULKA S.R.L.;0.00;     
157169;0;6.80;3;;0847000157169;ORALDINE ANTISEPTICO  1 ENVASE 200 ML;2.94;Parafarmacia;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;DEN-T
157170;0;10.50;3;;3574661142944;ORALDINE ANTISEPTICO 1 ENVASE 400 ML;5.01;Parafarmacia;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;BUC-A
157284;0;3.00;2;;4052199510996;TIRITAS PLASTIC APOSITO ADHESIVO 14 UNIDADES 72 MM X 19 MM;1.68;Parafarmacia;;;LABORATORIOS HARTMANN S.A.;0.00;EB0-3
157288;1;10.50;3;;8470001572882;BEXIDENT DIENTES SENSIBLES GEL TOPICO 1 TUBO 50 ML;5.61;Parafarmacia;;;ISDIN, S.A.;0.00;DEN-T
157512;0;5.95;3;;8470001575128;MELAGYN TOALLITAS 15 UNIDADES FLOW PACK;2.20;Productos Varios;;;KERN PHARMA S.L.;0.00;-    
157515;3;2.95;3;;3574661647593;LISTERINE CUIDADO TOTAL 1 BOTELLA 95 ML;1.32;Parafarmacia;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;     
157542;7;5.95;3;;8470001575425;MELAGYN TOALLITAS 14 SOBRES INDIVIDUALES;2.39;Productos Varios;;;KERN PHARMA S.L.;0.00;-    
157581;1;8.95;2;;8470001575814;AQUILEA MAGNESIO+ POTASIO  14 COMPRIMIDOS EFERVESCENTES;5.29;Productos Varios;;;URIACH CONSUMER HEALTHCARE S.L.;0.00;COM-P
157588;0;15.50;3;;8436026215647;KIN GINGIVAL ENJUAGUE BUCAL 1 ENVASE 500 ML;8.23;Parafarmacia;;;LABORATORIOS KIN, S.A;0.00;-    
157589;0;9.95;3;;8436026215609;KIN GINGIVAL PASTA DENTIFRICA 1 ENVASE 75 ML;4.47;Parafarmacia;;;LABORATORIOS KIN, S.A;0.00;-    
157667;0;17.95;3;;8410104881061;ERYPLAST PASTA AL AGUA 2 ENVASES 75 G;9.50;Productos Varios;;;KARO HEALTHCARE S.L.;0.00;-    
157845;10;13.50;2;;8470001578457;URGO CALENTURAS FILMOGEL 1 ENVASE 3 ML;7.03;Parafarmacia;;;LABORATORIOS URGO S.L.;0.00;EXP-O
157901;0;10.95;3;;070942304559;SOFT PICKS GUM 632 M100 SIN FLUOR 100 UNIDADES REGULAR;6.13;Parafarmacia;;;SUNSTAR IBERIA S.L.U.;0.00;-    
157930;1;16.95;2;;8431082070773;TUBO PROTECTOR DEDOS RECUBRIMIENTO INTERIOR GEL COMFORGEL TE;10.26;Productos Varios;;;PRIM S.A.;0.00;-    
158171;1;6.50;3;;8427426007703;CEPILLO ESPACIO INTERPROXIMAL INTERPROX PLUS X-MAXI 4 U;4.47;HIGIENE DENTAL;;;;0.00;-    
158244;1;10.95;2;;8700216594745;KUKIDENT PRO COMPLETE NEUTRAL  1 ENVASE 47 G;6.66;Parafarmacia;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;ADH-I
158252;0;30.00;3;;8470001582522;HANLEY BILLY BLACK;13.00;Parafarmacia;;;;0.00;     
158290;0;8.95;3;;8435232311938;NORMOMAR AGUA MARINA  1 SPRAY NASAL 100 ML;5.65;Productos Varios;;;LABORATORIOS NORMON S.A.;0.00;-    
158473;0;17.50;3;;5038483957431;DUREX PLAY MASSAGE ESTIMULANTE LUBRICANTE HIDROSOLUBLE INTIM;8.73;PARAFARMACIA;;;;0.00;ETU-4
158474;3;15.95;3;;8410104891657;DUREX PLAY MASSAGE SENSUAL LUBRICANTE HIDROSOLUBLE INTIMO 20;8.73;PARAFARMACIA;;;;0.00;ETU-4
158598;1;11.95;3;;8710522893388;PAROGENCYL ENCIAS CONTROL DENTIFRICO  DUPLO ESPECIAL 2 X 125;5.51;Parafarmacia;;;UNILEVER ESPAÑA S.A.;0.00;
158655;0;9.95;3;;8470001586551;TALQUISTINA CREMA  1 TUBO 50 ML;5.64;Parafarmacia;;;LACER S.A.U.;0.00;CRE- 
158661;0;13.50;2;;8470001586612;TOBILLERA VENDAJE EN 8 FARMALASTIC COMPRESSION TECH 1 UNIDAD;8.17;Productos Varios;;;LABORATORIOS CINFA S.A.;0.00;
158662;1;15.50;2;;8470001586629;TOBILLERA VENDAJE EN 8 FARMALASTIC COMPRESSION TECH 1 UNIDAD;8.17;Productos Varios;;;LABORATORIOS CINFA S.A.;0.00;-    
158663;0;15.50;2;;8470001586636;TOBILLERA VENDAJE EN 8 FARMALASTIC COMPRESSION TECH 1 UNIDAD;8.17;Productos Varios;;;LABORATORIOS CINFA S.A.;0.00;-    
158691;1;9.95;2;;8410520031323;COMPRESA PERDIDAS LEVES INDASEC DISCREET EXTRA 20 UNIDADES;5.31;Productos Varios;;;LABORATORIOS INDAS S.A.U.;0.00;EVA-X
158748;0;2.95;2;;8470001587480;POVIDONA KERN PHARMA 1 FRASCO 50 ML;1.22;Parafarmacia;;;KERN PHARMA S.L.;0.00;-    
158749;0;2.50;2;;8470001587497;ALCOHOL 96º KERN PHARMA 1 FRASCO 250 ML;0.82;Parafarmacia;;;KERN PHARMA S.L.;0.00;-    
158779;0;10.10;2;;7322541096667;ABSORBENTE INCONTINENCIA ORINA LIGERA TENA DISCREET MAXI NIG;5.85;Productos Varios;;;ESSITY SPAIN S.L.;0.00;-    
158780;0;13.95;2;;7322540935684;TENA FOR MEN INC-LIGER LEVEL-3 16U;7.11;Productos Varios;;;;0.00;
158936;0;13.50;3;;4005808583638;EUCERIN DERMATOCLEAN TONICO FACIAL 1 ENVASE 200 ML;8.82;Parafarmacia;;;BEIERSDORF S.A.;0.00;ETU-2
159078;0;16.95;3;;3573994006343;DEXERYL CREMA EMOLIENTE DUCRAY 1 ENVASE 500 G;9.11;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;CRE- 
159087;0;10.95;3;;8436026215982;PERIO KIN GEL 1 TUBO 30 ML;5.89;Parafarmacia;;;LABORATORIOS KIN, S.A;0.00;PAS-T
159100;0;11.95;2;;8470001591005;BIORALSUERO  2 TETRABRICK 330 ml SABOR FRUTAS;6.68;Productos Varios;;;CASEN RECORDATI, S.L.;0.00;-    
159188;1;14.70;3;;8431567537388;CICAPLAST BAUME B5+ 1 BOTE 40 ML;6.90;Parafarmacia;;;LA ROCHE POSAY - L´OREAL ESPAÑA, S.A.;0.00;-    
159195;1;134.93;3;;1073950135343;IRRIGADOR BUCAL ELECTRICO WATERPIK WP- 300 TRAVELER CON ADAP;73.09;HIGIENE DENTAL;;;;0.00;-    
159271;2;7.50;2;;8470001592712;HYDRO SUERO ORAL  8 SOBRES 5,4 G SABOR NARANJA;4.31;Productos Varios;;;CASEN RECORDATI, S.L.;0.00;-    
159272;0;18.95;2;;8470001592729;MUÑEQUERA PULGAR FARMALASTIC COMPRESSION TECH 1 UNIDAD TALLA;11.36;Productos Varios;;;LABORATORIOS CINFA S.A.;0.00;     
159386;2;14.20;3;;4005800219528;EUCERIN AQUAPHOR POMADA REPARADORA 1 ENVASE 45 ML;6.24;Parafarmacia;;;BEIERSDORF S.A.;0.00;ETU-2
159560;0;10.80;2;;8470001595607;SERENIA RELAX 30 CAPSULAS;6.58;Productos Varios;;;BAYER HISPANIA S.L.;0.00;COM-P
159583;1;33.95;2;;3401560504828;LACTIBIANE REFERENCE PILEJE  2,5 G 30 CAPSULAS;18.21;Productos Varios;;;PILEJE S.L.U.;0.00;-    
159585;1;30.95;2;;3401560504996;LACTIBIANE TOLERANCE PILEJE 2,5 G 30 CAPSULAS;18.21;Productos Varios;;;PILEJE S.L.U.;0.00;-    
159744;1;16.95;3;;3574661325163;NEUTROGENA FORMULA NORUEGA PIES CREMA ULTRAHIDRATANTE  2 ENV;7.29;Parafarmacia;;;JOHNSON & JOHNSON, S.A.;0.00;
159793;2;17.95;3;;8470001597939;MORDEX ESMALTE AMARGO TRANSPARENTE  1 ENVASE 9 ML CON PINCEL;9.34;Parafarmacia;;;LABORATORIOS URGO S.L.;0.00;GOT-A
159906;0;17.95;3;;3282770141931;KLORANE CHAMPU A LA ORTIGA BIO  1 ENVASE 400 ML;10.32;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;EST-A
160155;0;23.95;3;;8470001601551;EPIXELLE SOLUCION LIMPIADORA  1 FRASCO 200 ML;12.80;Productos Varios;;;ITALFARMACO S.A.;0.00;-    
160291;0;19.50;3;;8430445199212;GERMINAL ACCION INMEDIATA PIEL SECA  5 AMPOLLAS 1,5 ML;10.39;Parafarmacia;;;LABORATORIOS ALTER S.A.;0.00;COL-2
160300;0;25.95;3;;3664492016023;URGO VERRUGAS MANOS Y PIES ANTIVERRUGAS 1 ENVASE 38 ML;13.23;Parafarmacia;;;LABORATORIOS URGO S.L.;0.00;EXP- 
160365;0;20.65;2;;8427045136846;MELAMIL 1 MG 30 ML;13.39;Productos Varios;;;HUMANA SPAIN S.L;0.00;-    
160401;0;18.95;2;;8470001604019;GESTAGYN EMBARAZO  30 CAPSULAS;10.85;Productos Varios;;;KERN PHARMA S.L.;0.00;COM-P
160402;0;4.23;2;;8410558001565;ALGODON ARROLLADO MEZCLA 80% LUSAN 1 UNIDAD 250 G;2.55;Parafarmacia;;;LABORATORIOS HARTMANN S.A.;0.00;-    
160424;0;15.95;3;;3282779008686;KLORANE CHAMPU SECO SEBORREDUCTOR A LA ORTIGA  1 ENVASE 150 ;8.46;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;ETU-2
160426;0;12.95;3;;8470001604262;MITOSYL POMADA PROTECTORA 1 TUBO 65 G;6.86;Productos Varios;;;LABORATORIO STADA S.L.;0.00;CRE-M
160427;0;23.50;3;;8470001604279;MITOSYL POMADA PROTECTORA 1 TUBO 145 G;16.19;Productos Varios;;;LABORATORIO STADA S.L.;0.00;-    
160453;0;5.50;3;;8470001604538;KERN PHARMA VASELINA 1 ENVASE 30 G;1.84;Parafarmacia;;;KERN PHARMA S.L.;0.00;-    
160456;0;10.95;3;;8422757174964;PASTILLERO SEMANAL MEDI-FLOWER 7 1 UNIDAD;6.97;Parafarmacia;;;ORTOPEDIA MOGAR S.A;0.00;     
160518;0;19.68;3;;8470001605184;BEXIDENT POST TRATAMIENTO COADYUVANTE COLUTORIO 1 ENVASE 250;10.66;Parafarmacia;;;ISDIN, S.A.;0.00;COL-U
160540;1;7.40;3;;8427426033306;CEPILLO DENTAL INTERPROX MINI CONICO 6U;3.94;Productos Varios;;;;0.00;
160541;0;0.00;3;;;CEPILLO DENTAL INTERPROX PLUS MINI CONIC;3.94;Productos Varios;;;;0.00;
160672;0;20.50;2;;8470001606723;REDOXON INMUNO 4 14 SOBRES;11.46;Productos Varios;;;BAYER HISPANIA S.L.;0.00;EST- 
160706;2;16.50;3;;8428749884309;CUMLAUDE LAB: OVULOS CLX  10 OVULOS;8.82;Productos Varios;;;DERMOFARM S.A.U.;0.00;
160773;0;9.95;3;;8470001607737;ESTILA TOALLITAS ESTERILES DE UN SOLO USO HIGIENE DE PARPADO;6.73;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;-    
160774;0;19.75;3;;8470001607744;ESTILA TOALLITAS ESTERILES DE UN SOLO USO HIGIENE DE PARPADO;10.52;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;GOT-A
161122;0;3.90;3;;8470001611222;LACER COLUTORIO 1 ENVASE 100 ML;1.63;Parafarmacia;;;LACER S.A.U.;0.00;DEN-T
161294;1;5.95;3;;7310805721509;TAPONES OIDOS CERA ALGODON NOTON 10 UNIDADES EN CAJITA DE 2 ;2.34;Productos Varios;;;ORKLA CEDERROTH, S.A.U.;0.00;-    
161433;0;18.63;2;;8470003152525;REUTERI GOTAS  1 ENVASE 5 ML;10.24;Productos Varios;;;CASEN RECORDATI, S.L.;0.00;NEV-E
161607;0;2.25;2;;8470001616074;JUANOLA PASTILLAS HIERBABUENA  1 ENVASE 5,4 G;1.28;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;EST- 
161650;0;16.95;2;;8413503212993;MANASUL CLASSIC  100 FILTROS 1,5 G;9.68;Productos Varios;;;PHARMADUS BOTANICALS S.L.;0.00;     
161711;2;2.95;2;;8470001617118;POVIDONA LISUBEL 1 FRASCO 50 ML;1.64;Parafarmacia;;;MAPE ASESORES S.A.;0.00;     
161767;0;3.95;2;;8470001617675;GASA ESTERIL ALGODON HIDROFILO COMPRESAS ACOFAR 20 UNIDADES ;1.89;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
161853;1;17.80;2;;8470001618535;AMEJORVER ADULTOS  30 CAPSULAS;10.81;Productos Varios;;;LLORENS LABORATORIO,S.L.;0.00;     
161984;1;16.95;2;;8431082070339;TALONERA ESPOLON ORIFICIO DESPLAZABLE COMFORSIL SILICONA 2 U;9.68;Productos Varios;;;PRIM S.A.;0.00;
161992;2;17.20;2;;8431082070353;TALONERA ESPOLON ORIFICIO DESPLAZABLE COMFORSIL SILICONA 2 U;10.06;Productos Varios;;;PRIM S.A.;0.00;     
162179;12;11.65;3;;8436540335012;PHARYSOL 1 SPRAY 30 ML;4.85;PARAFARMACIA;;;;0.00;-    
162182;0;17.95;3;;8718053576008;HEMOCLIN GEL HEMORROIDAL 1 TUBO 37 G;9.65;Productos Varios;;;KARO HEALTHCARE S.L.;0.00;-    
162183;0;12.95;2;;8436540335029;ORALHERP 1 ENVASE 6 ML;9.67;PARAFARMACIA;;;;0.00;-    
162191;1;9.95;3;;8470001621917;RHINOMER INTENSE EUCALYPTUS 1 ENVASE 20 ML;4.69;Productos Varios;;;HALEON SPAIN S.A.;0.00;-    
162376;0;24.95;2;;7322540886238;ABSORBENTE INCONTINENCIA ORINA TENA MEN PROTECTIVE UNDERWEAR;15.11;Productos Varios;;;ESSITY SPAIN S.L.;0.00;-    
162529;1;16.95;2;;8431082070346;TALONERA ESPOLON ORIFICIO DESPLAZABLE COMFORSIL SILICONA 2 U;9.97;Productos Varios;;;PRIM S.A.;0.00;
162921;0;11.50;2;;3574661347585;COMPEED AMPOLLAS HIDROCOLOIDE PACK MIXTO 5 UNIDADES;6.84;Parafarmacia;;;HRA PHARMA IBERIA S.L.;0.00;     
163012;1;21.80;2;;8431082077055;TALONERAS FORRADAS DESCANSO COMFORSIL SILICONA 2 UNIDADES TA;15.25;Productos Varios;;;PRIM S.A.;0.00;     
163031;0;5.95;1;;8470001331281;OÛNE SOLUCION UNICA LENTES DE CONTACTO BLANDAS  2 ENVASES 10;7.50;Productos Varios;;;AVIZOR S.A.;0.00;     
163150;49;13.10;2;;3401560168174;LACTIBIANE ATB 10 CAPSULAS;6.18;Plantas Medicinales;;;PILEJE S.L.U.;0.00;-    
163162;1;6.50;2;;4054596746169;ESPARADRAPO HIPOALERGICO MICROPORE PAPEL PORTAR 1 UNIDAD 7,5;3.22;Parafarmacia;;;3M ESPAÑA S.L.;0.00;CAJ-6
163168;4;31.95;3;;8470001631688;FOTOULTRA 100ISDIN SPOT PREVENT FUSION FLUID  1 ENVASE 50 ML;16.28;Parafarmacia;;;ISDIN, S.A.;0.00;-    
163169;1;28.50;3;;8429420309531;ISDIN FOTOPROTECTOR FUSION GEL SPORT SPF 50 1 FRASCO 100 ML;15.18;Parafarmacia;;;ISDIN, S.A.;0.00;-    
163216;0;5.50;3;;8437020465267;ACEITE ARBOL DEL TE 1 ROLL ON 15 ML;0.00;Parafarmacia;;;EDDA INNOVA PHARMA S.L.;0.00;     
163262;0;10.15;2;;8032472008293;ALIVIOLAS BIO TISANA 20 FILTROS 2,2 G;6.03;Productos Varios;;;ABOCA ESPAÑA, S.A.;0.00;-    
163264;1;9.99;2;;8470001632647;NATALBEN PRECONCEPTIVO 30 CAPSULAS;6.11;Productos Varios;;;ITALFARMACO S.A.;0.00;COM-P
163308;1;21.20;3;;8470001633088;GINGILACER ENCIAS DELICADAS COLUTORIO  1 ENVASE 1000 ML;11.45;Parafarmacia;;;LACER S.A.U.;0.00;     
163348;2;4.50;2;;8410558002531;ESPARADRAPO HIPOALERGICO OMNIPLAST TEJIDO RESISTENTE 1 UNIDA;2.02;Parafarmacia;;;LABORATORIOS HARTMANN S.A.;0.00;
163351;0;4.50;2;;8410558002722;ESPARADRAPO HIPOALERGICO OMNIPOR PAPEL 1 UNIDAD 5 M X 5 CM;1.97;Parafarmacia;;;LABORATORIOS HARTMANN S.A.;0.00;
163411;1;15.50;3;;3337871324001;STRESS RESIST TRATAMIENTO INTENS ANTITRANSPIRANTE 72 H 1 ROL;6.87;Dermofarmacia;;;;0.00;-    
163493;0;9.50;3;;8427426041448;PERIO AID 0.12 TRATAMIENTO GEL DENTIFRICO TOPICO 1 ENVASE 75;5.88;HIGIENE DENTAL;;;;0.00;PAS-T
163521;0;8.95;2;;8470001635211;JUANOLA PROPOLIS MIEL ALTEA Y VITAMINA C  24 PASTILLAS SABOR;3.29;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;EST- 
163860;0;11.30;3;;8427426056176;VITIS BLANQUEADORA PASTA DENTIFRICA  1 ENVASE 100 ML;5.48;Parafarmacia;;;DENTAID S.L.;0.00;-    
163945;1;5.50;3;;8470001639455;CERA ORTODONCIA PROTECTORA ROZADURA ORTOLACER 7 BARRITAS;2.86;Parafarmacia;;;LACER S.A.U.;0.00;     
163969;3;26.65;2;;3701145600526;FEMINABIANE CU 30 COMPRIMIDOS;14.62;Productos Varios;;;PILEJE S.L.U.;0.00;     
164020;0;8.70;3;;8470001640208;BEXIDENT DIENTES SENSIBLES PASTA DENTIFRICA  1 TUBO 75 ML;0.00;Parafarmacia;;;ISDIN, S.A.;0.00;PAS-T
164042;0;11.95;3;;8431602001140;RHINODOUCHE SAL JUNIOR  40 SOBRES 2,5 G;6.23;Productos Varios;;;INMUNOTEK S.L.;0.00;     
164213;0;6.50;3;;8437010508165;CEPILLO DENTAL ADULTO PHB CLASSIC MEDIO PACK;3.50;Parafarmacia;;;PREVENCION E HIGIENE BUCAL (PHB) S.L.;0.00;     
164235;0;14.50;3;;4005800036798;EUCERIN DERMOCAPILLAIRE CHAMPU 5% UREA  1 ENVASE 250 ML;7.85;Parafarmacia;;;BEIERSDORF S.A.;0.00;-    
164273;2;49.00;3;;8437000435419;MARTIDERM GF VITAL AGE CREAM PIEL NORMAL /MIXTA  1 TARRO 50 ;29.63;Parafarmacia;;;MARTIDERM, S.L.;0.00;-    
164287;3;49.95;3;;8437000435402;MARTIDERM GF VITAL AGE CREAM PIEL SECA  1 TARRO 50 ML;22.34;Parafarmacia;;;MARTIDERM, S.L.;0.00;-    
164302;0;13.50;3;;8470001643025;HYALURON MUCUS 1 ENVASE 30 G;7.13;Productos Varios;;;LABORATORIOS VIÑAS, S.A.;0.00;-    
164309;1;18.95;2;;8470001643094;SUPRADYN ACTIVO ADULTOS 70 GUMMIES;10.67;Productos Varios;;;BAYER HISPANIA S.L.;0.00;-    
164328;1;29.00;2;;8470001643285;FISIOGEN FERRO FORTE 30 CAPSULAS;17.73;Productos Varios;;;ZAMBON, S.A.U.;0.00;-    
164339;0;31.95;2;;8470001643391;AQUILEA VIGOR EL 60 CAPSULAS;19.00;Productos Varios;;;URIACH CONSUMER HEALTHCARE S.L.;0.00;COL-3
164705;0;13.95;2;;8470001647054;LIPOGRASIL DOBLE EFECTO CLASICO  50 COMPRIMIDOS;8.19;Productos Varios;;;CHIESI ESPAÑA S.A.;0.00;COM-P
164714;5;3.95;2;;8410558002616;ESPARADRAPO HIPOALERGICO OMNIPLAST TEJIDO RESISTENTE 1 UNIDA;1.52;Parafarmacia;;;LABORATORIOS HARTMANN S.A.;0.00;-    
164716;5;4.50;2;;8410558002647;ESPARADRAPO HIPOALERGICO OMNIPLAST TEJIDO RESISTENTE 1 UNIDA;2.02;Parafarmacia;;;LABORATORIOS HARTMANN S.A.;0.00;
164759;1;11.95;2;;4008233143262; KNEIPP VALERIANA FORTE;4.77;Productos Varios;;;LABORATORIOS HARTMANN S.A.;0.00;HOM-E
164760;1;17.50;3;;8470001647603;AINARA GEL HIDRATANTE VAGINAL 1 TUBO 30 G;9.40;Productos Varios;;;ITALFARMACO S.A.;0.00;-    
164819;0;16.80;3;;8470001648198;ISDIN SHAMPOO ANTICAIDA LAMBDAPIL  1 ENVASE 200 ML;9.03;Parafarmacia;;;ISDIN, S.A.;0.00;-    
164821;8;3.50;3;;8470001648211;ALCOHOL DE ROMERO KERN FARMA 1 ENVASE 250 ML;1.20;Parafarmacia;;;KERN PHARMA S.L.;0.00;     
164823;0;2.50;2;;8470001648235;ALCOHOL 70  KERN PHARMA 1 FRASCO 250 ML;0.99;Parafarmacia;;;KERN PHARMA S.L.;0.00;     
164848;2;5.95;2;;8412122222260;ESPONJAS DE BANO BETER ;2.23;Parafarmacia;;;INDUSTRIAS BETER S.A.;0.00;     
164916;0;14.95;3;;8427426040823;VITIS ENCIAS COLUTORIO 500 ML;7.30;Productos Varios;;;;0.00;
164988;6;2.95;3;;8470001649881;ACOFARMA ESYLMA DISCOS DESMAQUILLANTES  80 DISCOS;0.00;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;-    
165253;0;50.95;2;;8470001652539;OFTAN MACULA OMEGA  90 CAPSULAS;29.64;Productos Varios;;;ESTEVE PHARMACEUTICALS S.A.;0.00;-    
165301;0;16.95;3;;8427426044210;DESENSIN PASTA DENTAL + COLUTORIO PACK;8.86;Parafarmacia;;;DENTAID S.L.;0.00;-    
165335;0;29.50;2;;8470001653352;LAMBDAPIL ANTICAIDA  60 CAPSULAS;17.80;Productos Varios;;;ISDIN, S.A.;0.00;-    
165337;0;12.95;3;;8437010673528;PHYSIORELAX FORTE PLUS CREMA DE MASAJE DEPORTIVO  1 ENVASE 7;6.92;Parafarmacia;;;ALMIRALL S.A.;0.00;     
165455;1;31.95;3;;8429420306943;FOTOPROTECTOR ISDIN COMPACT SPF 50+ MAQUILLAJE COMPACTO OIL-;16.46;Parafarmacia;;;ISDIN, S.A.;0.00;PRO- 
165775;1;9.95;3;;8410520032696;PAÑAL INFANTIL CHELINO TALLA 4 9 - 15 KG 36 PAÑALES;4.61;Productos Varios;;;LABORATORIOS INDAS S.A.U.;0.00;-    
165776;1;9.95;3;;8410520032719;PAÑAL INFANTIL CHELINO TALLA 5 13 - 18 KG 30 PAÑALES;4.61;Productos Varios;;;LABORATORIOS INDAS S.A.U.;0.00;-    
165794;0;8.95;3;;8001841548371;ORAL-B PRO EXPERT  2 ENVASES 100 ML;3.89;Parafarmacia;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;     
165830;1;9.94;2;;8410520039817;COMPRESA PERDIDAS LEVES INDASEC DERMOSEDA MAXI NIGHT BOLSA 1;5.52;Productos Varios;;;LABORATORIOS INDAS S.A.U.;0.00;     
165831;1;10.95;3;;8410520066677;PROTECTOR DE CAMA SABANINDAS ABSORBENTE NORMAL 60 X 90 25 U;5.59;PARAFARMACIA;;;;0.00;     
165853;0;31.95;3;;8429420262683;ERYFOTONA AK-NMSC FLUIDO 1 ENVASE 50 ML;18.32;Parafarmacia;;;ISDIN, S.A.;0.00;     
165880;1;18.95;2;;3578836110936;ARKOCAPSULAS RHODIOLA 45 CAPSULAS;10.22;Productos Varios;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;-    
165891;1;19.50;2;;8470001658913;HYLO COMOD 1 ENVASE 10 ML;11.13;Productos Varios;;;BRILL PHARMA S.L.;0.00;     
165892;0;22.95;2;;8470001658920;HYLO GEL 1 ENVASE 10 ML;12.60;Productos Varios;;;BRILL PHARMA S.L.;0.00;     
165956;2;31.95;2;;3401521339698;LACTIBIANE HPY 14 CAPSULAS BLANCAS + 28 CAPSULAS MARRONES;16.63;Productos Varios;;;PILEJE S.L.U.;0.00;-    
166100;0;7.90;3;;8421920900003;LIMA DE UNAS DISNA VIDRIO TEMPLADO 13.8 CM;5.53;Parafarmacia;;;DISNA S.L.;0.00;     
166116;0;7.50;2;;8430094056331;NUTRIBEN INICIO BIBERON PAPILLA SIN GLUTEN 1 ENVASE 600 G;4.28;Productos Varios;;;ALTER FARMACIA;0.00;-    
166277;0;5.95;3;;8470001662774;KERN PHARMA SUERO FISIOLOGICO  30 UNIDADES 5 ML;1.87;Productos Varios;;;KERN PHARMA S.L.;0.00;     
166289;1;10.95;3;;8427426055667;CEPILLO DENTAL ADULTO VITIS ACCESS SUAVE BLISTER 2 UNIDADES;5.21;Parafarmacia;;;DENTAID S.L.;0.00;     
166292;0;16.50;3;;8427426059597;VITIS ALOE VERA PASTA DENTIFRICA  2 ENVASES 150 ML SABOR MEN;7.28;Parafarmacia;;;DENTAID S.L.;0.00;
166293;0;18.50;3;;8427426059672;VITIS ENCIAS PASTA DENTIFRICA + COLUTORIO  2 ENVASES 150 ML ;8.88;Parafarmacia;;;DENTAID S.L.;0.00;
